"no";"volt";"arus";"baterai";"suhu";"kelembaban";"updated_at"
"363";"12.84";"0";"81.19";"28.1";"60.3";"2024-10-08 14:41:43"
"364";"12.84";"0";"81.19";"28.1";"60.4";"2024-10-08 14:41:49"
"365";"12.84";"0";"81.19";"28.1";"60.4";"2024-10-08 14:41:54"
"366";"12.84";"0";"81.19";"28.1";"60.4";"2024-10-08 14:41:59"
"367";"12.84";"0";"81.19";"28.1";"60.4";"2024-10-08 14:42:04"
"368";"12.84";"0";"81.19";"28.1";"60.4";"2024-10-08 14:42:09"
"369";"12.84";"0";"81.19";"28.1";"60.4";"2024-10-08 14:42:14"
"370";"12.84";"0";"81.19";"28.1";"60.4";"2024-10-08 14:42:19"
"371";"12.84";"0";"81.19";"28.1";"60.4";"2024-10-08 14:42:24"
"372";"12.84";"0";"81.19";"28.1";"60.5";"2024-10-08 14:42:30"
"373";"12.84";"0";"81.19";"28.1";"60.5";"2024-10-08 14:42:35"
"374";"12.84";"0";"81.19";"28.1";"60.4";"2024-10-08 14:42:40"
"375";"12.84";"0";"81.19";"28.1";"60.4";"2024-10-08 14:42:45"
"376";"12.84";"0";"81.19";"28.1";"60.5";"2024-10-08 14:42:50"
"377";"12.84";"0";"81.19";"28.1";"60.5";"2024-10-08 14:42:55"
"378";"12.84";"0";"81.19";"28.1";"60.4";"2024-10-08 14:43:00"
"379";"12.84";"0";"81.19";"28.1";"60.5";"2024-10-08 14:43:05"
"380";"12.84";"0";"81.19";"28.1";"60.4";"2024-10-08 14:43:10"
"381";"12.84";"0";"81.19";"28.1";"60.4";"2024-10-08 14:43:16"
"382";"12.84";"0";"81.19";"28.1";"60.4";"2024-10-08 14:43:21"
"383";"12.84";"0";"81.19";"28.1";"60.4";"2024-10-08 14:43:26"
"384";"12.84";"0";"81.19";"28.1";"60.4";"2024-10-08 14:43:31"
"385";"12.84";"0";"81.19";"28.1";"60.4";"2024-10-08 14:43:36"
"386";"12.84";"0";"81.19";"28.1";"60.4";"2024-10-08 14:43:42"
"387";"12.84";"0";"81.19";"28.1";"60.3";"2024-10-08 14:43:46"
"388";"12.84";"0";"81.19";"28.1";"60.3";"2024-10-08 14:43:51"
"389";"12.84";"0";"81.19";"28.1";"60.4";"2024-10-08 14:43:57"
"390";"12.84";"0";"81.19";"28.1";"60.4";"2024-10-08 14:44:02"
"391";"12.84";"0";"81.19";"28.1";"60.4";"2024-10-08 14:44:07"
"392";"12.84";"0";"81.19";"28.1";"60.4";"2024-10-08 14:44:12"
"393";"12.84";"0";"81.19";"28.1";"60.4";"2024-10-08 14:44:17"
"394";"12.84";"0";"81.19";"28.1";"60.4";"2024-10-08 14:44:22"
"395";"12.84";"0";"81.19";"28.1";"60.4";"2024-10-08 14:44:27"
"396";"12.84";"0";"81.19";"28.1";"60.4";"2024-10-08 14:44:32"
"397";"12.84";"0";"81.19";"28.1";"60.4";"2024-10-08 14:44:38"
"398";"12.84";"0";"81.19";"28.1";"60.4";"2024-10-08 14:44:43"
"399";"12.84";"0";"81.19";"28.1";"60.3";"2024-10-08 14:44:48"
"400";"12.84";"0";"81.19";"28.1";"60.3";"2024-10-08 14:44:53"
"401";"12.84";"0";"81.19";"28.1";"60.3";"2024-10-08 14:44:58"
"402";"12.84";"0";"81.19";"28.1";"60.4";"2024-10-08 14:45:03"
"403";"12.84";"0";"81.19";"28.1";"60.4";"2024-10-08 14:45:08"
"404";"12.84";"0";"81.19";"28.1";"60.4";"2024-10-08 14:45:13"
"405";"12.84";"0";"81.19";"28.1";"60.5";"2024-10-08 14:45:19"
"406";"12.84";"0";"81.19";"28.1";"60.5";"2024-10-08 14:45:24"
"407";"12.84";"0";"81.19";"28.1";"60.5";"2024-10-08 14:45:29"
"408";"12.84";"0";"81.19";"28.1";"60.5";"2024-10-08 14:45:34"
"409";"12.84";"0";"81.19";"28.1";"60.5";"2024-10-08 14:45:39"
"410";"12.84";"0";"81.19";"28.1";"60.6";"2024-10-08 14:45:44"
"411";"12.84";"0";"81.19";"28.1";"60.6";"2024-10-08 14:45:49"
"412";"12.84";"0";"81.19";"28.1";"60.5";"2024-10-08 14:45:54"
"413";"12.84";"0";"81.19";"28.1";"60.5";"2024-10-08 14:46:00"
"414";"12.84";"0";"81.19";"28.1";"60.5";"2024-10-08 14:46:05"
"415";"12.84";"0";"81.19";"28.1";"60.5";"2024-10-08 14:46:10"
"416";"12.84";"0";"81.19";"28.1";"60.5";"2024-10-08 14:46:15"
"417";"12.84";"0";"81.19";"28.1";"60.5";"2024-10-08 14:46:20"
"418";"12.84";"0";"81.19";"28.1";"60.5";"2024-10-08 14:46:25"
"419";"12.84";"0";"81.19";"28.1";"60.6";"2024-10-08 14:46:30"
"420";"12.84";"0";"81.19";"28.1";"60.6";"2024-10-08 14:46:35"
"421";"12.84";"0";"81.19";"28.1";"60.6";"2024-10-08 14:46:41"
"422";"12.84";"0";"81.19";"28.1";"60.6";"2024-10-08 14:46:46"
"423";"12.87";"0";"81.89";"28.1";"60.6";"2024-10-08 14:46:51"
"424";"12.84";"0";"81.19";"28.1";"60.7";"2024-10-08 14:46:56"
"425";"12.84";"0";"81.19";"28.1";"60.7";"2024-10-08 14:47:01"
"426";"12.84";"0";"81.19";"28.1";"60.7";"2024-10-08 14:47:06"
"427";"12.84";"0";"81.19";"28.1";"60.7";"2024-10-08 14:47:11"
"428";"12.84";"0";"81.19";"28.1";"60.7";"2024-10-08 14:47:16"
"429";"12.84";"0";"81.19";"28.1";"60.7";"2024-10-08 14:47:22"
"430";"12.84";"0";"81.19";"28.1";"60.7";"2024-10-08 14:47:27"
"431";"12.84";"0";"81.19";"28.1";"60.7";"2024-10-08 14:47:32"
"432";"12.84";"0";"81.19";"28.1";"60.7";"2024-10-08 14:47:37"
"433";"12.84";"0";"81.19";"28.1";"60.8";"2024-10-08 14:47:42"
"434";"12.84";"0";"81.19";"28.1";"60.8";"2024-10-08 14:47:47"
"435";"12.84";"0";"81.19";"28.1";"60.8";"2024-10-08 14:47:52"
"436";"12.84";"0";"81.19";"28.1";"60.8";"2024-10-08 14:47:57"
"437";"12.84";"0";"81.19";"28.1";"60.8";"2024-10-08 14:48:02"
"438";"12.84";"0";"81.19";"28.1";"60.8";"2024-10-08 14:48:08"
"439";"12.84";"0";"81.19";"28.1";"60.8";"2024-10-08 14:48:13"
"440";"12.84";"0";"81.19";"28.1";"60.8";"2024-10-08 14:48:18"
"441";"12.84";"0";"81.19";"28.1";"60.9";"2024-10-08 14:48:23"
"442";"12.84";"0";"81.19";"28.1";"60.8";"2024-10-08 14:48:28"
"443";"12.84";"0";"81.19";"28.1";"60.9";"2024-10-08 14:48:33"
"444";"12.84";"0";"81.19";"28.1";"60.9";"2024-10-08 14:48:38"
"445";"12.84";"0";"81.19";"28.1";"60.9";"2024-10-08 14:48:43"
"446";"12.84";"0";"81.19";"28.1";"60.9";"2024-10-08 14:48:49"
"447";"12.84";"0";"81.19";"28.1";"60.8";"2024-10-08 14:48:54"
"448";"12.84";"0";"81.19";"28.1";"60.9";"2024-10-08 14:48:59"
"449";"12.84";"0";"81.19";"28.1";"60.9";"2024-10-08 14:49:04"
"450";"12.84";"0";"81.19";"28.1";"60.9";"2024-10-08 14:49:09"
"451";"12.84";"0";"81.19";"28.1";"60.9";"2024-10-08 14:49:14"
"452";"12.84";"0";"81.19";"28.1";"60.9";"2024-10-08 14:49:19"
"453";"12.84";"0";"81.19";"28.1";"60.9";"2024-10-08 14:49:24"
"454";"12.84";"0";"81.19";"28.1";"60.9";"2024-10-08 14:49:30"
"455";"12.84";"0";"81.19";"28.1";"61";"2024-10-08 14:49:35"
"456";"12.84";"0";"81.19";"28.1";"60.9";"2024-10-08 14:49:40"
"457";"12.84";"0";"81.19";"28.1";"60.9";"2024-10-08 14:49:45"
"458";"12.84";"0";"81.19";"28.1";"60.9";"2024-10-08 14:49:50"
"459";"12.84";"0";"81.19";"28.1";"60.9";"2024-10-08 14:49:55"
"460";"12.84";"0";"81.19";"28.1";"60.9";"2024-10-08 14:50:00"
"461";"12.84";"0";"81.19";"28.1";"60.9";"2024-10-08 14:50:05"
"462";"12.84";"0";"81.19";"28.1";"61";"2024-10-08 14:50:11"
"463";"12.84";"0";"81.19";"28.1";"61";"2024-10-08 14:50:16"
"464";"12.87";"0";"81.89";"28.1";"61";"2024-10-08 14:50:21"
"465";"12.84";"0";"81.19";"28.1";"61";"2024-10-08 14:50:26"
"466";"12.84";"0";"81.19";"28.1";"61";"2024-10-08 14:50:31"
"467";"12.84";"0";"81.19";"28.1";"61";"2024-10-08 14:50:36"
"468";"12.84";"0";"81.19";"28.1";"61.1";"2024-10-08 14:50:41"
"469";"12.84";"0";"81.19";"28.1";"61.1";"2024-10-08 14:50:46"
"470";"12.87";"0";"81.89";"28.1";"61.1";"2024-10-08 14:50:52"
"471";"12.84";"0";"81.19";"28.1";"61.1";"2024-10-08 14:50:57"
"472";"12.84";"0";"81.19";"28.1";"61.1";"2024-10-08 14:51:02"
"473";"12.87";"0";"81.89";"28.1";"61.1";"2024-10-08 14:51:07"
"474";"12.84";"0";"81.19";"28.1";"61";"2024-10-08 14:51:12"
"475";"12.84";"0";"81.19";"28.1";"61";"2024-10-08 14:51:17"
"476";"12.87";"0";"81.89";"28.1";"61.1";"2024-10-08 14:51:22"
"477";"12.84";"0";"81.19";"28.1";"61.1";"2024-10-08 14:51:27"
"478";"12.84";"0";"81.19";"28.1";"61.1";"2024-10-08 14:51:33"
"479";"12.84";"0";"81.19";"28.1";"61.1";"2024-10-08 14:51:38"
"480";"12.84";"0";"81.19";"28.1";"61.1";"2024-10-08 14:51:43"
"481";"12.84";"0";"81.19";"28.1";"61.2";"2024-10-08 14:51:48"
"482";"12.84";"0";"81.19";"28.1";"61.1";"2024-10-08 14:51:53"
"483";"12.84";"0";"81.19";"28.1";"61.1";"2024-10-08 14:51:58"
"484";"12.84";"0";"81.19";"28.1";"61.1";"2024-10-08 14:52:03"
"485";"12.84";"0";"81.19";"28.1";"61.1";"2024-10-08 14:52:08"
"486";"12.84";"0";"81.19";"28.1";"61.1";"2024-10-08 14:52:14"
"487";"12.84";"0";"81.19";"28.1";"61";"2024-10-08 14:52:19"
"488";"12.84";"0";"81.19";"28.1";"61";"2024-10-08 14:52:24"
"489";"12.84";"0";"81.19";"28.1";"61";"2024-10-08 14:52:29"
"490";"12.84";"0";"81.19";"28.1";"61";"2024-10-08 14:52:34"
"491";"12.84";"0";"81.19";"28.1";"60.9";"2024-10-08 14:52:39"
"492";"12.84";"0";"81.19";"28.1";"60.9";"2024-10-08 14:52:44"
"493";"12.84";"0";"81.19";"28.1";"60.9";"2024-10-08 14:52:49"
"494";"12.84";"0";"81.19";"28.1";"60.9";"2024-10-08 14:52:55"
"495";"12.84";"0";"81.19";"28.1";"60.9";"2024-10-08 14:53:00"
"496";"12.84";"0";"81.19";"28.1";"61";"2024-10-08 14:53:05"
"497";"12.84";"0";"81.19";"28.1";"61";"2024-10-08 14:53:10"
"498";"12.84";"0";"81.19";"28.1";"61";"2024-10-08 14:53:15"
"499";"12.84";"0";"81.19";"28.1";"61";"2024-10-08 14:53:20"
"500";"12.84";"0";"81.19";"28.1";"61";"2024-10-08 14:53:25"
